PriceList,Catalog,GradeGroup,Price
EQ3 EXW US V5,30192-06,70,851.0
EQ3 EXW US V5,30192-06,F,1075.705
EQ3 EXW US V5,30192-06,I,1225.705
EQ3 EXW US V5,30192-06,41,nan
EQ3 EXW US V5,30192-06,42,nan
EQ3 EXW US V5,30192-07,10,842.0
EQ3 EXW US V5,30192-07,20,882.0
EQ3 EXW US V5,30192-07,30,912.0
EQ3 EXW US V5,30192-07,31,912.0
EQ3 EXW US V5,30192-07,40,942.0
EQ3 EXW US V5,30192-07,50,992.0
EQ3 EXW US V5,30192-07,60,1042.0
EQ3 EXW US V5,30192-07,70,1092.0
EQ3 EXW US V5,30192-07,F,1691.7875
EQ3 EXW US V5,30192-07,I,1841.7875
EQ3 EXW US V5,30192-07,41,nan
EQ3 EXW US V5,30192-07,42,nan
EQ3 EXW US V5,30192-08,10,842.0
EQ3 EXW US V5,30192-08,20,882.0
EQ3 EXW US V5,30192-08,30,912.0
EQ3 EXW US V5,30192-08,31,912.0
EQ3 EXW US V5,30192-08,40,942.0
EQ3 EXW US V5,30192-08,50,992.0
EQ3 EXW US V5,30192-08,60,1042.0
EQ3 EXW US V5,30192-08,70,1092.0
EQ3 EXW US V5,30192-08,F,1691.7875
EQ3 EXW US V5,30192-08,I,1841.7875
EQ3 EXW US V5,30192-08,41,nan
EQ3 EXW US V5,30192-08,42,nan
EQ3 EXW US V5,30192-09,10,482.0
EQ3 EXW US V5,30192-09,20,502.0
EQ3 EXW US V5,30192-09,30,517.0
EQ3 EXW US V5,30192-09,31,517.0
EQ3 EXW US V5,30192-09,40,552.0
EQ3 EXW US V5,30192-09,50,587.0
EQ3 EXW US V5,30192-09,60,622.0
EQ3 EXW US V5,30192-09,70,657.0
EQ3 EXW US V5,30192-09,F,1076.81
EQ3 EXW US V5,30192-09,I,1181.81
EQ3 EXW US V5,30192-09,41,nan
EQ3 EXW US V5,30192-09,42,nan
EQ3 EXW US V5,30192-10,10,426.0
EQ3 EXW US V5,30192-10,20,446.0
EQ3 EXW US V5,30192-10,30,461.0
EQ3 EXW US V5,30192-10,31,461.0
EQ3 EXW US V5,30192-10,40,481.0
EQ3 EXW US V5,30192-10,50,501.0
EQ3 EXW US V5,30192-10,60,521.0
EQ3 EXW US V5,30192-10,70,541.0
EQ3 EXW US V5,30192-10,F,765.5025
EQ3 EXW US V5,30192-10,I,825.5025
EQ3 EXW US V5,30192-10,41,nan
EQ3 EXW US V5,30192-10,42,nan
EQ3 EXW US V5,30192-11,10,479.0
EQ3 EXW US V5,30192-11,20,499.0
EQ3 EXW US V5,30192-11,30,514.0
EQ3 EXW US V5,30192-11,31,514.0
EQ3 EXW US V5,30192-11,40,549.0
EQ3 EXW US V5,30192-11,50,584.0
EQ3 EXW US V5,30192-11,60,619.0
EQ3 EXW US V5,30192-11,70,654.0
EQ3 EXW US V5,30192-11,F,1073.66
EQ3 EXW US V5,30192-11,I,1178.66
EQ3 EXW US V5,30192-11,41,nan
EQ3 EXW US V5,30192-11,42,nan
EQ3 EXW US V5,30192-12,10,479.0
EQ3 EXW US V5,30192-12,20,499.0
EQ3 EXW US V5,30192-12,30,514.0
EQ3 EXW US V5,30192-12,31,514.0
EQ3 EXW US V5,30192-12,40,549.0
EQ3 EXW US V5,30192-12,50,584.0
EQ3 EXW US V5,30192-12,60,619.0
EQ3 EXW US V5,30192-12,70,654.0
EQ3 EXW US V5,30192-12,F,1073.66
EQ3 EXW US V5,30192-12,I,1178.66
EQ3 EXW US V5,30192-12,41,nan
EQ3 EXW US V5,30192-12,42,nan
EQ3 EXW US V5,30192-14,10,774.0
EQ3 EXW US V5,30192-14,20,794.0
EQ3 EXW US V5,30192-14,30,809.0
EQ3 EXW US V5,30192-14,31,809.0
EQ3 EXW US V5,30192-14,40,824.0
EQ3 EXW US V5,30192-14,50,844.0
EQ3 EXW US V5,30192-14,60,864.0
EQ3 EXW US V5,30192-14,70,884.0
EQ3 EXW US V5,30192-14,F,1453.6475
EQ3 EXW US V5,30192-14,I,1573.6475
EQ3 EXW US V5,30192-14,41,nan
EQ3 EXW US V5,30192-14,42,nan
