PriceList,Catalog,GradeGroup,Price
EQ3 EXW CA V5,30136-14,50,866.0
EQ3 EXW CA V5,30136-14,60,886.0
EQ3 EXW CA V5,30136-14,70,906.0
EQ3 EXW CA V5,30136-14,F,1476.0
EQ3 EXW CA V5,30136-14,I,1596.0
EQ3 EXW CA V5,30136-14,41,nan
EQ3 EXW CA V5,30136-14,42,nan
EQ3 EXW CA V5,30136-15,10,795.0
EQ3 EXW CA V5,30136-15,20,835.0
EQ3 EXW CA V5,30136-15,30,865.0
EQ3 EXW CA V5,30136-15,31,865.0
EQ3 EXW CA V5,30136-15,40,895.0
EQ3 EXW CA V5,30136-15,50,945.0
EQ3 EXW CA V5,30136-15,60,995.0
EQ3 EXW CA V5,30136-15,70,1045.0
EQ3 EXW CA V5,30136-15,F,1645.0
EQ3 EXW CA V5,30136-15,I,1795.0
EQ3 EXW CA V5,30136-15,41,nan
EQ3 EXW CA V5,30136-15,42,nan
EQ3 EXW CA V5,30136-16,10,795.0
EQ3 EXW CA V5,30136-16,20,835.0
EQ3 EXW CA V5,30136-16,30,865.0
EQ3 EXW CA V5,30136-16,31,865.0
EQ3 EXW CA V5,30136-16,40,895.0
EQ3 EXW CA V5,30136-16,50,945.0
EQ3 EXW CA V5,30136-16,60,995.0
EQ3 EXW CA V5,30136-16,70,1045.0
EQ3 EXW CA V5,30136-16,F,1645.0
EQ3 EXW CA V5,30136-16,I,1795.0
EQ3 EXW CA V5,30136-16,41,nan
EQ3 EXW CA V5,30136-16,42,nan
EQ3 EXW CA V5,30136-19,10,800.0
EQ3 EXW CA V5,30136-19,20,840.0
EQ3 EXW CA V5,30136-19,30,870.0
EQ3 EXW CA V5,30136-19,31,870.0
EQ3 EXW CA V5,30136-19,40,900.0
EQ3 EXW CA V5,30136-19,50,950.0
EQ3 EXW CA V5,30136-19,60,1000.0
EQ3 EXW CA V5,30136-19,70,1050.0
EQ3 EXW CA V5,30136-19,F,1650.0
EQ3 EXW CA V5,30136-19,I,1800.0
EQ3 EXW CA V5,30136-19,41,nan
EQ3 EXW CA V5,30136-19,42,nan
EQ3 EXW CA V5,30136-20,10,800.0
EQ3 EXW CA V5,30136-20,20,840.0
EQ3 EXW CA V5,30136-20,30,870.0
EQ3 EXW CA V5,30136-20,31,870.0
EQ3 EXW CA V5,30136-20,40,900.0
EQ3 EXW CA V5,30136-20,50,950.0
EQ3 EXW CA V5,30136-20,60,1000.0
